,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ace_vaxinpad,0.8108108108108109,0.8214285714285715,0.8141592920353982,0.817391304347826,0.7037037037037038,0.782608695652174,0.8695652173913043,0.7478260869565216,0.7924528301886793,0.8214285714285715,0.8495575221238939,0.7636363636363637,0.7128712871287128,0.8166666666666667,0.7961165048543688,0.7747747747747747,0.761904761904762,0.8521739130434782,0.8214285714285715,0.8070175438596491,0.7678571428571429,0.7966101694915254,0.7889908256880733,0.8672566371681416,0.8181818181818182,0.8034188034188035,0.8108108108108109,0.7272727272727273,0.7809523809523808,0.7304347826086957,0.8474576271186439,0.7787610619469026,0.7927927927927928,0.7678571428571429,0.7735849056603774,0.7454545454545455,0.782608695652174,0.8,0.7547169811320754,0.8807339449541285,0.7350427350427351,0.8495575221238939,0.8076923076923077,0.8108108108108107,0.817391304347826,0.7966101694915254,0.8468468468468469,0.8108108108108109,0.7115384615384616,0.7692307692307692
acp_anticp,0.8314606741573033,0.7526881720430108,0.7446808510638298,0.7333333333333333,0.8045977011494253,0.7959183673469387,0.8351648351648352,0.6947368421052631,0.7209302325581395,0.7674418604651163,0.8275862068965518,0.7415730337078651,0.7676767676767676,0.7216494845360825,0.7906976744186047,0.7272727272727273,0.7499999999999999,0.7843137254901961,0.8000000000000002,0.8089887640449439,0.8085106382978723,0.702127659574468,0.7529411764705882,0.8210526315789474,0.7415730337078651,0.723404255319149,0.7826086956521738,0.8470588235294118,0.7126436781609196,0.7311827956989247,0.7619047619047619,0.7555555555555555,0.7956989247311829,0.7659574468085106,0.7209302325581395,0.7200000000000001,0.7529411764705882,0.8181818181818183,0.7333333333333333,0.808080808080808,0.7111111111111111,0.8541666666666666,0.8043478260869565,0.7472527472527473,0.7951807228915663,0.7599999999999999,0.7741935483870969,0.7142857142857142,0.8139534883720929,0.7291666666666667
acp_iacp,0.6521739130434783,0.7391304347826088,0.7450980392156864,0.7555555555555556,0.7083333333333334,0.5833333333333334,0.8148148148148148,0.7111111111111111,0.5714285714285714,0.8163265306122449,0.5777777777777777,0.8235294117647057,0.6521739130434783,0.7272727272727272,0.6818181818181819,0.7346938775510204,0.6363636363636364,0.7346938775510204,0.8333333333333334,0.68,0.6511627906976745,0.7083333333333333,0.75,0.711111111111111,0.75,0.6818181818181818,0.6666666666666667,0.7843137254901961,0.7346938775510203,0.723404255319149,0.8,0.6938775510204083,0.7200000000000001,0.5777777777777777,0.723404255319149,0.75,0.6666666666666666,0.7111111111111111,0.8518518518518519,0.711111111111111,0.6190476190476191,0.6666666666666666,0.7999999999999999,0.723404255319149,0.7142857142857143,0.7307692307692307,0.6511627906976745,0.75,0.7555555555555556,0.6808510638297872
acp_mlacp,0.5517241379310345,0.423076923076923,0.5098039215686275,0.5806451612903226,0.5,0.5084745762711864,0.5862068965517242,0.5357142857142857,0.4166666666666667,0.5666666666666667,0.6086956521739131,0.375,0.5098039215686275,0.5714285714285715,0.5666666666666667,0.42105263157894735,0.49122807017543857,0.49056603773584906,0.5714285714285715,0.3673469387755103,0.35294117647058826,0.4814814814814815,0.5818181818181818,0.5454545454545455,0.5333333333333333,0.5517241379310345,0.46428571428571425,0.48148148148148157,0.49056603773584906,0.5161290322580645,0.5161290322580646,0.48275862068965514,0.5185185185185186,0.43137254901960786,0.42307692307692313,0.5079365079365079,0.5172413793103448,0.3404255319148936,0.5714285714285715,0.5357142857142857,0.5384615384615384,0.43636363636363634,0.5806451612903226,0.5666666666666667,0.5172413793103449,0.5172413793103448,0.5806451612903226,0.48148148148148157,0.44000000000000006,0.5172413793103449
afp_amppred,0.7580952380952382,0.7600767754318619,0.7414829659318638,0.7882136279926335,0.7570621468926554,0.7715930902111324,0.8007662835249042,0.7728155339805824,0.7358490566037735,0.7611650485436893,0.7671755725190841,0.7775628626692456,0.7650485436893203,0.7524366471734893,0.7610294117647058,0.77882797731569,0.7859922178988328,0.8097928436911487,0.7524752475247524,0.7297297297297297,0.7554671968190855,0.775047258979206,0.7840909090909091,0.7386363636363635,0.7591522157996146,0.7445544554455447,0.7665369649805447,0.752851711026616,0.7624521072796935,0.7824427480916031,0.7519999999999999,0.7718631178707224,0.7523992322456813,0.7752808988764045,0.7832699619771862,0.7538461538461538,0.7758945386064031,0.7683397683397682,0.768642447418738,0.7701375245579568,0.753507014028056,0.7992424242424243,0.7746741154562384,0.7718631178707224,0.7504761904761905,0.7871939736346516,0.7781954887218046,0.7444444444444444,0.73767258382643,0.7603960396039604
afp_antifp,0.7356746765249537,0.7030075187969924,0.7099236641221375,0.7102803738317758,0.7158671586715867,0.7018867924528301,0.7312614259597806,0.7005649717514124,0.6907020872865276,0.7440147329650092,0.725925925925926,0.7500000000000001,0.6860465116279071,0.732943469785575,0.7158671586715867,0.7372400756143667,0.7170542635658915,0.7156308851224106,0.7238095238095238,0.7090909090909091,0.7315175097276265,0.712121212121212,0.7286245353159851,0.6744186046511629,0.7113594040968343,0.7388059701492538,0.7572463768115942,0.7350096711798839,0.6984732824427482,0.7364485981308412,0.7251908396946566,0.7129455909943715,0.7203065134099618,0.7358490566037738,0.7463768115942029,0.7397769516728624,0.7164179104477612,0.7262773722627737,0.7221172022684309,0.703125,0.7180451127819548,0.7036328871892925,0.7306273062730628,0.7123809523809523,0.704119850187266,0.7075098814229249,0.7317073170731708,0.7000000000000001,0.7164179104477612,0.729281767955801
ai4avp_2,0.6993006993006992,0.676923076923077,0.7457627118644068,0.6721311475409836,0.6870229007633589,0.6129032258064516,0.6976744186046511,0.7067669172932329,0.728813559322034,0.7175572519083969,0.6101694915254238,0.7166666666666666,0.7,0.6666666666666667,0.746268656716418,0.6666666666666666,0.6875,0.7244094488188977,0.6911764705882352,0.7377049180327868,0.7142857142857143,0.6870229007633587,0.703448275862069,0.6666666666666667,0.6666666666666666,0.7352941176470589,0.6612903225806452,0.7401574803149606,0.6825396825396826,0.6559999999999999,0.7022900763358778,0.6666666666666666,0.7603305785123968,0.6766917293233082,0.6499999999999999,0.7259259259259259,0.6762589928057554,0.6956521739130435,0.6821705426356589,0.6608695652173913,0.7199999999999999,0.7286821705426356,0.6612903225806452,0.6461538461538462,0.7368421052631579,0.6818181818181819,0.6865671641791045,0.688,0.6557377049180328,0.6611570247933884
aip_aippred,0.39344262295081966,0.416,0.42748091603053434,0.4755244755244756,0.38759689922480617,0.3823529411764706,0.4754098360655738,0.41860465116279066,0.4525547445255475,0.4881889763779528,0.46258503401360546,0.4390243902439025,0.4132231404958677,0.3909774436090226,0.3870967741935483,0.4444444444444445,0.46875000000000006,0.48854961832061056,0.40601503759398494,0.37398373983739835,0.3880597014925373,0.4,0.5373134328358209,0.4525547445255475,0.467741935483871,0.42647058823529416,0.4925373134328358,0.4393939393939394,0.4,0.40650406504065045,0.48226950354609927,0.448,0.40983606557377045,0.45669291338582674,0.41860465116279066,0.3709677419354839,0.4661654135338346,0.43200000000000005,0.48920863309352525,0.3902439024390244,0.5,0.4748201438848921,0.421875,0.39682539682539686,0.44776119402985076,0.523076923076923,0.34375000000000006,0.4857142857142857,0.4393939393939394,0.4444444444444444
aip_antiinflam,0.49285714285714277,0.5288135593220339,0.3866171003717473,0.48464163822525597,0.505338078291815,0.4931506849315068,0.48083623693379796,0.452054794520548,0.43609022556390975,0.366412213740458,0.45936395759717313,0.4421768707482993,0.5187713310580204,0.47750865051903113,0.4727272727272728,0.4522968197879858,0.46979865771812085,0.41758241758241754,0.42704626334519574,0.4581818181818182,0.4492753623188406,0.4507042253521127,0.5,0.41696113074204944,0.44128113879003555,0.4249084249084249,0.4475524475524475,0.4181184668989547,0.4555160142348755,0.4813559322033899,0.4876325088339223,0.44745762711864406,0.39857651245551606,0.4659498207885304,0.3601532567049808,0.43727598566308246,0.43223443223443225,0.43478260869565216,0.4573378839590444,0.4705882352941177,0.494773519163763,0.4532374100719424,0.45018450184501846,0.41696113074204944,0.4581818181818182,0.3832752613240419,0.49640287769784175,0.44765342960288806,0.42804428044280446,0.46896551724137925
amp_antibp,0.6979865771812082,0.7567567567567568,0.7692307692307693,0.6944444444444445,0.7310344827586208,0.7741935483870969,0.7375,0.8387096774193549,0.7483870967741935,0.676056338028169,0.7950310559006211,0.7222222222222221,0.7763157894736842,0.7421383647798743,0.736842105263158,0.7662337662337662,0.7320261437908497,0.7662337662337664,0.7132867132867133,0.7651006711409396,0.7382550335570469,0.7083333333333334,0.7631578947368421,0.779874213836478,0.7721518987341772,0.7581699346405228,0.7417218543046358,0.7341772151898734,0.7323943661971831,0.7712418300653594,0.7179487179487178,0.7814569536423841,0.7210884353741497,0.7692307692307693,0.6986301369863014,0.7549668874172185,0.6911764705882352,0.7248322147651007,0.6973684210526315,0.7333333333333334,0.7179487179487178,0.7297297297297297,0.7435897435897435,0.7096774193548387,0.761904761904762,0.7058823529411765,0.7530864197530864,0.7346938775510204,0.7651006711409396,0.761904761904762
amp_antibp2,0.7901907356948229,0.7456647398843931,0.7492957746478874,0.7151162790697674,0.7436619718309859,0.7298850574712644,0.7380281690140845,0.7932960893854749,0.7657142857142857,0.7578347578347578,0.7823691460055097,0.7635327635327634,0.7594202898550725,0.7398843930635838,0.7314285714285714,0.7368421052631579,0.7304347826086957,0.7449856733524356,0.7564469914040115,0.7648725212464589,0.7485714285714286,0.7272727272727272,0.7535410764872521,0.7818696883852692,0.7732558139534883,0.7714285714285714,0.7314285714285714,0.770949720670391,0.7658402203856749,0.7041420118343196,0.7696629213483147,0.7492795389048991,0.7267441860465116,0.7362637362637363,0.7405247813411079,0.7727272727272727,0.7700831024930748,0.7398843930635838,0.7464387464387464,0.7492795389048991,0.7471264367816092,0.7500000000000001,0.8066298342541436,0.6966966966966966,0.7278106508875741,0.7605633802816901,0.7377521613832853,0.7079646017699115,0.7867036011080332,0.7362318840579711
amp_csamp,0.9090909090909091,0.9090909090909091,0.9056603773584906,0.9411764705882353,0.9433962264150945,0.9454545454545454,0.9122807017543859,0.9454545454545454,0.9166666666666666,0.9056603773584904,0.9411764705882353,0.896551724137931,0.9615384615384616,0.96,0.8727272727272728,0.9615384615384616,0.9454545454545454,0.8771929824561403,0.9056603773584904,0.9411764705882353,0.962962962962963,0.9803921568627451,0.8727272727272727,0.8771929824561403,0.9411764705882353,0.9285714285714286,0.8928571428571429,0.9433962264150944,0.9387755102040817,0.9090909090909091,0.9090909090909091,0.962962962962963,0.9259259259259259,0.9411764705882353,0.888888888888889,0.9454545454545454,0.9433962264150944,0.9454545454545454,0.830188679245283,0.9411764705882353,0.9019607843137256,0.8679245283018868,0.9454545454545454,0.9433962264150945,0.9259259259259259,0.8928571428571429,0.8928571428571429,0.962962962962963,0.9615384615384615,0.8979591836734694
amp_fernandes,0.761904761904762,0.6923076923076923,0.8627450980392156,0.6842105263157895,0.7755102040816326,0.6808510638297872,0.72,0.782608695652174,0.7727272727272727,0.8260869565217391,0.7499999999999999,0.84,0.6521739130434783,0.6956521739130435,0.8636363636363636,0.8085106382978724,0.6538461538461539,0.7555555555555555,0.7906976744186046,0.6956521739130435,0.8181818181818182,0.8333333333333333,0.8260869565217391,0.711111111111111,0.7058823529411765,0.6363636363636365,0.7906976744186046,0.7499999999999999,0.8260869565217391,0.782608695652174,0.851063829787234,0.7441860465116279,0.711111111111111,0.782608695652174,0.782608695652174,0.7843137254901961,0.6521739130434783,0.6829268292682927,0.7659574468085107,0.7727272727272727,0.6818181818181819,0.7499999999999999,0.8444444444444444,0.8333333333333333,0.711111111111111,0.7346938775510203,0.7727272727272727,0.878048780487805,0.7391304347826085,0.6808510638297872
amp_gonzales,1.0,0.7499999999999999,0.5,1.0,0.5714285714285715,0.888888888888889,0.4444444444444445,0.6666666666666666,0.6666666666666666,0.888888888888889,0.5714285714285715,0.888888888888889,0.9090909090909091,0.6666666666666666,0.5714285714285715,0.7499999999999999,0.7499999999999999,0.6666666666666666,0.8,0.7499999999999999,0.8000000000000002,0.7499999999999999,0.6666666666666666,0.6666666666666666,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.8,0.5,1.0,0.5714285714285715,0.33333333333333337,1.0,0.6666666666666666,0.888888888888889,0.7499999999999999,0.888888888888889,0.9090909090909091,0.6666666666666666,0.33333333333333337,0.5714285714285715,1.0,0.6,0.5,0.888888888888889,0.5714285714285715,0.888888888888889,0.5,0.8333333333333334,0.5714285714285715
